Wavelength,Decadic_Abs_coef
508.5,4401.20815
509.0,4427.66914
509.5,4454.82565
510.0,4482.69984
510.5,4511.31388
511.0,4540.68993
511.5,4570.85017
512.0,4601.81675
512.5,4633.61184
513.0,4666.25762
513.5,4699.77624
514.0,4734.18987
514.5,4769.52069
515.0,4805.79084
515.5,4843.02251
516.0,4881.23786
516.5,4920.45905
517.0,4960.70825
517.5,5002.00762
518.0,5044.37934
518.5,5087.84557
519.0,5132.42847
519.5,5178.15021
520.0,5225.03296
520.5,5273.09889
521.0,5322.37015
521.5,5372.86892
522.0,5424.61736
522.5,5477.63765
523.0,5531.95193
523.5,5587.58239
524.0,5644.55118
524.5,5702.88048
525.0,5762.59245
525.5,5823.70925
526.0,5886.25306
526.5,5950.24603
527.0,6015.71034
527.5,6082.66815
528.0,6151.14163
528.5,6221.15295
529.0,6292.72426
529.5,6365.87773
530.0,6440.63555
530.5,6517.01985
531.0,6595.05283
531.5,6674.75663
532.0,6756.15344
532.5,6839.2654
533.0,6924.1147
533.5,7010.72349
534.0,7099.11394
534.5,7189.30823
535.0,7281.3285
535.5,7375.19694
536.0,7470.93571
536.5,7568.56697
537.0,7668.11289
537.5,7769.59438
538.0,7873.02846
538.5,7978.4314
539.0,8085.81946
539.5,8195.20892
540.0,8306.61603
540.5,8420.05708
541.0,8535.54831
541.5,8653.106
542.0,8772.74642
542.5,8894.48583
543.0,9018.3405
543.5,9144.3267
544.0,9272.4607
544.5,9402.75875
545.0,9535.23713
545.5,9669.9121
546.0,9806.79994
546.5,9945.9169
547.0,10087.27925
547.5,10230.90327
548.0,10376.80522
548.5,10525.00136
549.0,10675.50796
549.5,10828.3413
550.0,10983.51762
550.5,11141.05322
551.0,11300.96434
551.5,11463.26725
552.0,11627.97823
552.5,11795.11354
553.0,11964.68945
553.5,12136.72222
554.0,12311.22812
554.5,12488.22341
555.0,12667.72437
555.5,12849.74738
556.0,13034.31209
556.5,13221.44178
557.0,13411.15994
557.5,13603.49005
558.0,13798.45559
558.5,13996.08003
559.0,14196.38687
559.5,14399.39959
560.0,14605.14165
560.5,14813.63655
561.0,15024.90776
561.5,15238.97877
562.0,15455.87305
562.5,15675.61409
563.0,15898.22537
563.5,16123.73037
564.0,16352.15256
564.5,16583.51544
565.0,16817.84248
565.5,17055.15716
566.0,17295.48296
566.5,17538.84336
567.0,17785.26185
567.5,18034.76191
568.0,18287.36701
568.5,18543.10064
569.0,18801.98627
569.5,19064.0474
570.0,19329.30749
570.5,19597.79003
571.0,19869.51851
571.5,20144.51573
572.0,20422.75406
572.5,20704.1211
573.0,20988.49634
573.5,21275.75925
574.0,21565.78933
574.5,21858.46604
575.0,22153.66887
575.5,22451.2773
576.0,22751.17082
576.5,23053.2289
577.0,23357.33103
577.5,23663.35668
578.0,23971.18535
578.5,24280.6965
579.0,24591.76963
579.5,24904.28421
580.0,25218.11972
580.5,25533.15565
581.0,25849.27148
581.5,26166.34668
582.0,26484.26075
582.5,26802.89316
583.0,27122.12339
583.5,27441.83092
584.0,27761.89524
584.5,28082.19583
585.0,28402.61216
585.5,28723.02373
586.0,29043.31001
586.5,29363.35048
587.0,29683.02462
587.5,30002.21192
588.0,30320.79186
588.5,30638.64391
589.0,30955.64757
589.5,31271.68231
590.0,31586.6276
590.5,31900.36295
591.0,32212.76782
591.5,32523.72169
592.0,32833.10405
592.5,33140.79439
593.0,33446.67217
593.5,33750.61689
594.0,34052.50802
594.5,34352.2256
595.0,34649.73996
595.5,34945.21058
596.0,35238.82071
596.5,35530.75363
597.0,35821.1926
597.5,36110.32088
598.0,36398.32174
598.5,36685.37846
599.0,36971.67428
599.5,37257.39249
600.0,37542.71634
600.5,37827.82909
601.0,38112.91403
601.5,38398.15441
602.0,38683.73349
602.5,38969.83455
603.0,39256.64085
603.5,39544.33565
604.0,39833.10223
604.5,40123.12384
605.0,40414.58375
605.5,40707.66523
606.0,41002.55155
606.5,41299.42597
607.0,41598.47175
607.5,41899.87216
608.0,42203.81047
608.5,42510.46994
609.0,42820.03384
609.5,43132.68544
610.0,43448.60799
610.5,43767.98477
611.0,44090.99905
611.5,44417.83408
612.0,44748.67313
612.5,45083.69948
613.0,45423.09638
613.5,45767.04709
614.0,46115.7349
614.5,46469.34306
615.0,46828.05483
615.5,47192.05349
616.0,47561.5223
616.5,47936.64453
617.0,48317.60343
617.5,48704.58228
618.0,49097.76435
618.5,49497.33289
619.0,49903.47118
619.5,50316.36248
620.0,50736.19005
620.5,51163.13717
621.0,51597.38709
621.5,52039.12308
622.0,52488.52842
622.5,52945.78636
623.0,53411.08016
623.5,53884.57401
624.0,54366.09972
624.5,54855.20712
625.0,55351.43712
625.5,55854.33061
626.0,56363.42849
626.5,56878.27164
627.0,57398.40098
627.5,57923.3574
628.0,58452.68179
628.5,58985.91505
629.0,59522.59808
629.5,60062.27178
630.0,60604.47703
630.5,61148.75475
631.0,61694.64582
631.5,62241.69114
632.0,62789.43161
632.5,63337.40812
633.0,63885.16158
633.5,64432.23288
634.0,64978.16291
634.5,65522.49258
635.0,66064.76277
635.5,66604.5144
636.0,67141.28834
636.5,67674.62551
637.0,68204.06679
637.5,68729.15309
638.0,69249.4253
638.5,69764.42431
639.0,70273.69103
639.5,70776.76634
640.0,71272.811
640.5,71759.61167
641.0,72234.6446
641.5,72695.38605
642.0,73139.31226
642.5,73563.89949
643.0,73966.62399
643.5,74344.96203
644.0,74696.38984
644.5,75018.7843
645.0,75313.25012
645.5,75582.45023
646.0,75829.05766
646.5,76055.74546
647.0,76265.18664
647.5,76460.05424
648.0,76643.02128
648.5,76816.76081
649.0,76983.94584
649.5,77147.24942
650.0,77309.34456
650.5,77472.9043
651.0,77640.60168
651.5,77815.10971
652.0,77999.10143
652.5,78195.01251
653.0,78402.9078
653.5,78621.48896
654.0,78849.44137
654.5,79085.4504
655.0,79328.20141
655.5,79576.37978
656.0,79828.67087
656.5,80083.76006
657.0,80340.33272
657.5,80597.07421
658.0,80852.66991
658.5,81105.80518
659.0,81355.1654
659.5,81599.43594
660.0,81837.30216
660.5,82067.44943
661.0,82288.56313
661.5,82499.33958
662.0,82699.16266
662.5,82888.49996
663.0,83067.91443
663.5,83237.969
664.0,83399.22661
664.5,83552.25021
665.0,83697.60274
665.5,83835.84713
666.0,83967.54633
666.5,84093.26328
667.0,84213.56091
667.5,84329.00218
668.0,84440.15002
668.5,84547.56737
669.0,84651.81717
669.5,84753.46236
670.0,84853.06589
670.5,84951.19069
671.0,85048.39971
671.5,85145.25588
672.0,85242.32215
672.5,85340.16145
673.0,85439.33674
673.5,85540.41094
674.0,85643.94701
674.5,85750.50787
675.0,85860.65648
675.5,85974.95576
676.0,86093.96867
676.5,86218.25815
677.0,86348.38713
677.5,86484.9172
678.0,86628.30222
678.5,86778.81156
679.0,86936.6965
679.5,87102.2083
680.0,87275.59825
680.5,87457.1176
681.0,87647.01764
681.5,87845.54963
682.0,88052.96485
682.5,88269.51457
683.0,88495.45006
683.5,88731.02259
684.0,88976.48344
684.5,89232.08387
685.0,89498.07516
685.5,89774.70859
686.0,90062.23541
686.5,90360.90692
687.0,90670.97437
687.5,90992.68903
688.0,91326.30219
688.5,91672.06512
689.0,92030.22348
689.5,92400.64782
690.0,92782.60319
690.5,93175.29965
691.0,93577.94724
691.5,93989.75603
692.0,94409.93607
692.5,94837.69741
693.0,95272.25012
693.5,95712.80425
694.0,96158.56986
694.5,96608.757
695.0,97062.57572
695.5,97519.23609
696.0,97977.94816
696.5,98437.92199
697.0,98898.3678
697.5,99358.65489
698.0,99818.60363
698.5,100278.11383
699.0,100737.08532
699.5,101195.4179
700.0,101653.01139
700.5,102109.7656
701.0,102565.58036
701.5,103020.35546
702.0,103473.99073
702.5,103926.38598
703.0,104377.44103
703.5,104827.05568
704.0,105275.12976
704.5,105721.56307
705.0,106166.25544
705.5,106609.10667
706.0,107050.01658
706.5,107488.8575
707.0,107925.05841
707.5,108357.68977
708.0,108785.81175
708.5,109208.48454
709.0,109624.76832
709.5,110033.72327
710.0,110434.40957
710.5,110825.8874
711.0,111207.21695
711.5,111577.4584
712.0,111935.67192
712.5,112280.9177
713.0,112612.25592
713.5,112928.77826
714.0,113229.88893
714.5,113515.17096
715.0,113784.20945
715.5,114036.58952
716.0,114271.89629
716.5,114489.71488
717.0,114689.72876
717.5,114872.32305
718.0,115038.18776
718.5,115188.01415
719.0,115322.49346
719.5,115442.31695
720.0,115548.17587
720.5,115640.76146
721.0,115720.76499
721.5,115788.8777
722.0,115845.79084
722.5,115892.19567
723.0,115928.78344
723.5,115956.24539
724.0,115975.27278
724.5,115986.55687
725.0,115990.68692
725.5,115987.53703
726.0,115976.67518
726.5,115957.66818
727.0,115930.08288
727.5,115893.48609
728.0,115847.44465
728.5,115791.52536
729.0,115725.29507
729.5,115648.32059
730.0,115560.16875
730.5,115460.40637
731.0,115348.60029
731.5,115224.31732
732.0,115087.1243
732.5,114936.58804
733.0,114772.27538
733.5,114593.75313
734.0,114400.61584
734.5,114192.79383
735.0,113970.44058
735.5,113733.71361
736.0,113482.77043
736.5,113217.76856
737.0,112938.86553
737.5,112646.21885
738.0,112339.98603
738.5,112020.3246
739.0,111687.39207
739.5,111341.34595
740.0,110982.34378
740.5,110610.54306
741.0,110226.10131
741.5,109829.17605
742.0,109419.86802
742.5,108997.96717
743.0,108563.15768
743.5,108115.12364
744.0,107653.54913
744.5,107178.11824
745.0,106688.51505
745.5,106184.42365
746.0,105665.52812
746.5,105131.51256
747.0,104582.06104
747.5,104016.85766
748.0,103435.5865
748.5,102837.93164
749.0,102223.57718
749.5,101592.20719
750.0,100943.50577
750.5,100277.15701
751.0,99593.06513
751.5,98891.91613
752.0,98174.5695
752.5,97441.88472
753.0,96694.72127
753.5,95933.93863
754.0,95160.3963
754.5,94374.95375
755.0,93578.47046
755.5,92771.80592
756.0,91955.81962
756.5,91131.37104
757.0,90299.31965
757.5,89460.52495
758.0,88615.84641
758.5,87766.14353
759.0,86912.27578
759.5,86055.10264
760.0,85195.48361
760.5,84334.27816
761.0,83472.34577
761.5,82610.54594
762.0,81749.73814
762.5,80890.78186
763.0,80034.53658
763.5,79181.86179
764.0,78333.59403
764.5,77490.11387
765.0,76651.38225
765.5,75817.34452
766.0,74987.94601
766.5,74163.13205
767.0,73342.84799
767.5,72527.03915
768.0,71715.65087
768.5,70908.62849
769.0,70105.91733
769.5,69307.46274
770.0,68513.21005
770.5,67723.1046
771.0,66937.09171
771.5,66155.11673
772.0,65377.12499
772.5,64603.06182
773.0,63832.87256
773.5,63066.50255
774.0,62303.89712
774.5,61545.00159
775.0,60789.76132
775.5,60038.12164
776.0,59290.02809
776.5,58545.46483
777.0,57804.49777
777.5,57067.20332
778.0,56333.65783
778.5,55603.9377
779.0,54878.1193
779.5,54156.27902
780.0,53438.49322
780.5,52724.8383
781.0,52015.39063
781.5,51310.22659
782.0,50609.42256
782.5,49913.05493
783.0,49221.20006
783.5,48533.93434
784.0,47851.33415
784.5,47173.47588
785.0,46500.43589
785.5,45832.29057
786.0,45169.11629
786.5,44510.98945
787.0,43857.98641
787.5,43210.18356
788.0,42567.65728
788.5,41930.48394
789.0,41298.73993
789.5,40672.50163
790.0,40051.84541
790.5,39436.84765
791.0,38827.58475
791.5,38224.13306
792.0,37626.56898
792.5,37034.96888
793.0,36449.40915
793.5,35869.96616
794.0,35296.71629
794.5,34729.73593
795.0,34169.10145
795.5,33614.88923
796.0,33067.17555
796.5,32526.02148
797.0,31991.45673
797.5,31463.5071
798.0,30942.19842
798.5,30427.5565
799.0,29919.60717
799.5,29418.37623
800.0,28923.8895
800.5,28436.17281
801.0,27955.25198
801.5,27481.15281
802.0,27013.90113
802.5,26553.52275
803.0,26100.0435
803.5,25653.48919
804.0,25213.88563
804.5,24781.25865
805.0,24355.63407
805.5,23937.0377
806.0,23525.49535
806.5,23121.03285
807.0,22723.67602
807.5,22333.45067
808.0,21950.38262
808.5,21574.49769
809.0,21205.82169
809.5,20844.38045
810.0,20490.19978
810.5,20143.30549
811.0,19803.72342
811.5,19471.47937
812.0,19146.59916
812.5,18829.10861
813.0,18519.03353
813.5,18216.39976
814.0,17921.23309
814.5,17633.55936
815.0,17353.40437
815.5,17080.79396
816.0,16815.75392
816.5,16558.31009
817.0,16308.48828
817.5,16066.3143
818.0,15831.81398
818.5,15605.01146
819.0,15385.84239
819.5,15174.11183
820.0,14969.61432
820.5,14772.14441
821.0,14581.49665
821.5,14397.46558
822.0,14219.84574
822.5,14048.43168
823.0,13883.01796
823.5,13723.3991
824.0,13569.36966
824.5,13420.72419
825.0,13277.25723
825.5,13138.76333
826.0,13005.03703
826.5,12875.87287
827.0,12751.06541
827.5,12630.40919
828.0,12513.69875
828.5,12400.72865
829.0,12291.29342
829.5,12185.18761
830.0,12082.20577
830.5,11982.14245
831.0,11884.79218
831.5,11789.94952
832.0,11697.40901
832.5,11606.9652
833.0,11518.41263
833.5,11431.54585
834.0,11346.1594
834.5,11262.04784
835.0,11179.0057
835.5,11096.82753
836.0,11015.30787
836.5,10934.24132
837.0,10853.46936
837.5,10772.97334
838.0,10692.76053
838.5,10612.83821
839.0,10533.21366
839.5,10453.89415
840.0,10374.88696
840.5,10296.19936
841.0,10217.83864
841.5,10139.81206
842.0,10062.12691
842.5,9984.79045
843.0,9907.80998
843.5,9831.19276
844.0,9754.94606
844.5,9679.07718
845.0,9603.59337
845.5,9528.50192
846.0,9453.81011
846.5,9379.52521
847.0,9305.6545
847.5,9232.20525
848.0,9159.18475
848.5,9086.60026
849.0,9014.45906
849.5,8942.76843
850.0,8871.53565
850.5,8800.76799
851.0,8730.47273
851.5,8660.65714
852.0,8591.32851
852.5,8522.4941
853.0,8454.16119
853.5,8386.33707
854.0,8319.02123
854.5,8252.1856
855.0,8185.796
855.5,8119.81827
856.0,8054.21822
856.5,7988.96167
857.0,7924.01446
857.5,7859.34241
858.0,7794.91134
858.5,7730.68707
859.0,7666.63542
859.5,7602.72223
860.0,7538.91332
860.5,7475.17451
861.0,7411.47162
861.5,7347.77048
862.0,7284.03691
862.5,7220.23674
863.0,7156.33579
863.5,7092.29988
864.0,7028.09485
864.5,6963.6865
865.0,6899.04067
865.5,6834.12318
866.0,6768.89986
866.5,6703.33653
867.0,6637.399
867.5,6571.05312
868.0,6504.2647
868.5,6436.99956
869.0,6369.22353
869.5,6300.90243
870.0,6232.00209
870.5,6162.48833
871.0,6092.32697
871.5,6021.48385
872.0,5949.92478
872.5,5877.61558
873.0,5804.52363
873.5,5730.6675
874.0,5656.12768
874.5,5580.98836
875.0,5505.33371
875.5,5429.24794
876.0,5352.81522
876.5,5276.11974
877.0,5199.24569
877.5,5122.27726
878.0,5045.29862
878.5,4968.39397
879.0,4891.6475
879.5,4815.14338
880.0,4738.96581
880.5,4663.19898
881.0,4587.92706
881.5,4513.23424
882.0,4439.20472
882.5,4365.92268
883.0,4293.4723
883.5,4221.93777
884.0,4151.40328
884.5,4081.95301
885.0,4013.67116
885.5,3946.6419
886.0,3880.94942
886.5,3816.67791
887.0,3753.91156
887.5,3692.73455
888.0,3633.23107
888.5,3575.4853
889.0,3519.58143
889.5,3465.60366
890.0,3413.63615
890.5,3363.76311
891.0,3316.06872
891.5,3270.63715
892.0,3227.55261
892.5,3186.89928
893.0,3148.76133
893.5,3113.22297
894.0,3080.36837
894.5,3050.28172
895.0,3023.04721
895.5,2998.74903
896.0,2977.47136
896.5,2959.29838
897.0,2944.31429
897.5,2932.60327
