wl,k
1186,0.00101
1188,1E-3
1190,1E-3
1192,9.98E-4
1194,9.95E-4
1196,9.92E-4
1198,9.9E-4
1200,9.87E-4
1202,9.85E-4
1204,9.82E-4
1206,9.79E-4
1208,9.77E-4
1210,9.74E-4
1212,9.72E-4
1214,9.69E-4
1216,9.67E-4
1218,9.64E-4
1220,9.62E-4
1222,9.6E-4
1224,9.57E-4
1226,9.55E-4
1228,9.52E-4
1230,9.5E-4
1232,9.48E-4
1234,9.45E-4
1236,9.43E-4
1238,9.4E-4
1240,9.38E-4
1242,9.36E-4
1244,9.34E-4
1246,9.31E-4
1248,9.29E-4
1250,9.27E-4
1252,9.24E-4
1254,9.22E-4
1256,9.2E-4
1258,9.18E-4
1260,9.16E-4
1262,9.13E-4
1264,9.11E-4
1266,9.09E-4
1268,9.07E-4
1270,9.05E-4
1272,9.03E-4
1274,9E-4
1276,8.98E-4
1278,8.96E-4
1280,8.94E-4
1282,8.92E-4
1284,8.9E-4
1286,8.88E-4
1288,8.86E-4
1290,8.84E-4
1292,8.82E-4
1294,8.8E-4
1296,8.78E-4
1298,8.76E-4
1300,8.74E-4
1302,8.72E-4
1304,8.7E-4
1306,8.68E-4
1308,8.66E-4
1310,8.64E-4
1312,8.62E-4
1314,8.6E-4
1316,8.58E-4
1318,8.56E-4
1320,8.54E-4
1322,8.52E-4
1324,8.51E-4
1326,8.49E-4
1328,8.47E-4
1330,8.45E-4
1332,8.43E-4
1334,8.41E-4
1336,8.39E-4
1338,8.38E-4
1340,8.36E-4
1342,8.34E-4
1344,8.32E-4
1346,8.3E-4
1348,8.29E-4
1350,8.27E-4
1352,8.25E-4
1354,8.23E-4
1356,8.22E-4
1358,8.2E-4
1360,8.18E-4
1362,8.16E-4
1364,8.15E-4
1366,8.13E-4
1368,8.11E-4
1370,8.1E-4
1372,8.08E-4
1374,8.06E-4
1376,8.05E-4
1378,8.03E-4
1380,8.01E-4
1382,8E-4
1384,7.98E-4
1386,7.96E-4
1388,7.95E-4
1390,7.93E-4
1392,7.92E-4
1394,7.9E-4
1396,7.88E-4
1398,7.87E-4
1400,7.85E-4
1402,7.84E-4
1404,7.82E-4
1406,7.81E-4
1408,7.79E-4
1410,7.77E-4
1412,7.76E-4
1414,7.74E-4
1416,7.73E-4
1418,7.71E-4
1420,7.7E-4
1422,7.68E-4
1424,7.67E-4
1426,7.65E-4
