Wavelength,Decadic_Abs_coef
549.0,62442.09734
549.5,62679.98225
550.0,62918.45442
550.5,63157.64439
551.0,63397.68271
551.5,63638.69992
552.0,63880.82658
552.5,64124.19322
553.0,64368.9304
553.5,64615.16867
554.0,64863.03857
554.5,65112.67064
555.0,65364.19544
555.5,65617.74351
556.0,65873.4454
556.5,66131.42626
557.0,66391.64171
557.5,66653.8478
558.0,66917.78917
558.5,67183.21046
559.0,67449.85628
559.5,67717.47127
560.0,67985.80005
560.5,68254.58727
561.0,68523.57755
561.5,68792.51551
562.0,69061.14579
562.5,69329.21302
563.0,69596.46182
563.5,69862.63684
564.0,70127.48269
564.5,70390.744
565.0,70652.16542
565.5,70911.49156
566.0,71168.46706
566.5,71422.83654
567.0,71674.3191
567.5,71922.40141
568.0,72166.44597
568.5,72405.81414
569.0,72639.86728
569.5,72867.96672
570.0,73089.47382
570.5,73303.74994
571.0,73510.15642
571.5,73708.05462
572.0,73896.80588
572.5,74075.77156
573.0,74244.313
573.5,74401.79157
574.0,74547.74897
574.5,74682.53152
575.0,74806.70981
575.5,74920.85444
576.0,75025.53599
576.5,75121.32507
577.0,75208.79226
577.5,75288.50816
578.0,75361.04337
578.5,75426.96847
579.0,75486.85407
579.5,75541.27076
580.0,75590.78914
580.5,75635.97979
581.0,75677.41331
581.5,75715.6603
582.0,75751.29135
582.5,75784.87705
583.0,75816.98801
583.5,75848.19481
584.0,75879.05892
584.5,75909.81651
585.0,75940.29739
585.5,75970.30584
586.0,75999.64609
586.5,76028.12242
587.0,76055.53906
587.5,76081.70028
588.0,76106.41033
588.5,76129.47346
589.0,76150.69394
589.5,76169.87601
590.0,76186.82392
590.5,76201.34194
591.0,76213.23432
591.5,76222.30531
592.0,76228.35917
592.5,76231.20014
593.0,76230.63345
593.5,76226.71185
594.0,76220.06459
594.5,76211.40279
595.0,76201.4376
595.5,76190.88013
596.0,76180.44154
596.5,76170.83294
597.0,76162.76548
597.5,76156.95028
598.0,76154.09847
598.5,76154.9212
599.0,76160.12958
599.5,76170.43476
600.0,76186.54787
600.5,76209.18003
601.0,76239.04023
601.5,76276.56404
602.0,76321.64947
602.5,76374.13183
603.0,76433.84644
603.5,76500.62859
604.0,76574.31361
604.5,76654.7368
605.0,76741.73347
605.5,76835.13893
606.0,76934.7885
606.5,77040.51748
607.0,77152.16119
607.5,77269.55493
608.0,77392.52236
608.5,77520.66512
609.0,77653.38574
609.5,77790.07971
610.0,77930.14251
610.5,78072.96963
611.0,78217.95653
611.5,78364.49871
612.0,78511.99165
612.5,78659.83082
613.0,78807.41172
613.5,78954.12982
614.0,79099.38061
614.5,79242.55956
615.0,79383.06217
615.5,79520.2839
616.0,79653.62026
616.5,79782.4667
617.0,79906.21909
617.5,80024.32792
618.0,80136.35635
618.5,80241.88143
619.0,80340.4802
619.5,80431.72972
620.0,80515.20703
620.5,80590.48917
621.0,80657.1532
621.5,80714.77616
622.0,80762.9351
622.5,80801.20707
